chromosome,gene_id,locus_tag,gene_name,cds_start,cds_end,strand,product,protein_id,cds_length
NC_000962.3,Rv2397c,Rv2397c,cysA1,2693912,2694964,-,sulfate ABC transporter ATP-binding protein CysA,YP_177879.1,1053
NC_000962.3,Rv2398c,Rv2398c,cysW,2694984,2695799,-,sulfate ABC transporter permease CysW,NP_216914.1,816
NC_000962.3,Rv2399c,Rv2399c,cysT,2695799,2696647,-,sulfate ABC transporter permease CysT,NP_216915.1,849
NC_000962.3,Rv2400c,Rv2400c,subI,2696647,2697714,-,sulfate ABC transporter substrate-binding lipoprotein SubI,NP_216916.1,1068
NC_000962.3,Rv2401,Rv2401,,2697728,2698054,+,hypothetical protein,NP_216917.2,327
NC_000962.3,Rv2401A,Rv2401A,,2698045,2698245,-,membrane protein,YP_177670.1,201
NC_000962.3,Rv2402,Rv2402,,2698529,2700454,+,trehalase,NP_216918.3,1926
NC_000962.3,Rv2403c,Rv2403c,lppR,2700538,2701290,-,lipoprotein LppR,NP_216919.1,753
NC_000962.3,Rv2404c,Rv2404c,lepA,2701290,2703248,-,GTP-binding protein LepA,NP_216920.1,1959
NC_000962.3,Rv2405,Rv2405,,2703269,2703835,+,hypothetical protein,NP_216921.1,567
NC_000962.3,Rv2406c,Rv2406c,,2704012,2704437,-,hypothetical protein,NP_216922.1,426
NC_000962.3,Rv2407,Rv2407,,2704697,2705515,+,ribonuclease Z,NP_216923.1,819
NC_000962.3,Rv2408,Rv2408,PE24,2705762,2706733,+,PE family protein PE24,YP_177880.2,972
NC_000962.3,Rv2409c,Rv2409c,,2706497,2707333,-,hypothetical protein,NP_216925.1,837
NC_000962.3,Rv2410c,Rv2410c,,2707336,2708310,-,hypothetical protein,NP_216926.1,975
NC_000962.3,Rv2411c,Rv2411c,,2708313,2709965,-,hypothetical protein,NP_216927.1,1653
NC_000962.3,Rv2412,Rv2412,rpsT,2710075,2710332,+,30S ribosomal protein S20,NP_216928.1,258
NC_000962.3,Rv2413c,Rv2413c,,2710354,2711301,-,hypothetical protein,NP_216929.3,948
NC_000962.3,Rv2414c,Rv2414c,,2711335,2712876,-,hypothetical protein,NP_216930.1,1542
NC_000962.3,Rv2415c,Rv2415c,,2712894,2713784,-,hypothetical protein,NP_216931.1,891
NC_000962.3,Rv2416c,Rv2416c,eis,2714127,2715332,-,enhanced intracellular survival protein,NP_216932.2,1206
NC_000962.3,Rv2417c,Rv2417c,,2715475,2716314,-,DegV domain-containing protein,NP_216933.1,840
NC_000962.3,Rv2418c,Rv2418c,,2716398,2717138,-,hypothetical protein,NP_216934.1,741
NC_000962.3,Rv2419c,Rv2419c,gpgP,2717131,2717799,-,glucosyl-3-phosphoglycerate phosphatase,NP_216935.1,669
NC_000962.3,Rv2420c,Rv2420c,,2717799,2718176,-,hypothetical protein,NP_216936.1,378
NC_000962.3,Rv2421c,Rv2421c,nadD,2718176,2718808,-,nicotinate-nucleotide adenylyltransferase,NP_216937.1,633
NC_000962.3,Rv2422,Rv2422,,2719083,2719352,+,hypothetical protein,NP_216938.1,270
NC_000962.3,Rv2423,Rv2423,,2719597,2720640,+,hypothetical protein,NP_216939.1,1044
NC_000962.3,Rv2424c,Rv2424c,,2720779,2721777,-,transposase,NP_216940.1,999
NC_000962.3,Rv2425c,Rv2425c,,2721869,2723308,-,hypothetical protein,NP_216941.1,1440
NC_000962.3,Rv2426c,Rv2426c,,2723311,2724183,-,hypothetical protein,NP_216942.1,873
NC_000962.3,Rv2427c,Rv2427c,proA,2724233,2725477,-,gamma-glutamyl phosphate reductase,NP_216943.1,1245
NC_000962.3,Rv2428,Rv2428,ahpC,2726193,2726777,+,alkyl hydroperoxide reductase subunit AhpC,NP_216944.1,585
NC_000962.3,Rv2429,Rv2429,ahpD,2726806,2727336,+,alkyl hydroperoxide reductase AphD,NP_216945.1,531
NC_000962.3,Rv2430c,Rv2430c,PPE41,2727339,2727920,-,PPE family protein PPE41,YP_177881.1,582
NC_000962.3,Rv2431c,Rv2431c,PE25,2727970,2728266,-,PE family protein PE25,YP_177882.1,297
NC_000962.3,Rv2432c,Rv2432c,,2728440,2728847,-,hypothetical protein,NP_216948.1,408
NC_000962.3,Rv2433c,Rv2433c,,2728847,2729134,-,hypothetical protein,NP_216949.1,288
NC_000962.3,Rv2434c,Rv2434c,,2729118,2730560,-,transmembrane protein,NP_216950.1,1443
NC_000962.3,Rv2435c,Rv2435c,,2730560,2732749,-,cyclase,NP_216951.1,2190
NC_000962.3,Rv2436,Rv2436,rbsK,2733230,2734141,+,ribokinase RbsK,NP_216952.1,912
NC_000962.3,Rv2437,Rv2437,,2734376,2734792,+,transmembrane protein,NP_216953.1,417
NC_000962.3,Rv2438c,Rv2438c,nadE,2734795,2736831,-,glutamine-dependent NAD(+) synthetase,NP_216954.2,2037
NC_000962.3,Rv2438A,Rv2438A,,2736709,2736984,+,hypothetical protein,YP_177671.1,276
NC_000962.3,Rv2439c,Rv2439c,proB,2737120,2738247,-,glutamate 5-kinase protein,NP_216955.1,1128
NC_000962.3,Rv2440c,Rv2440c,obg,2738250,2739686,-,GTPase Obg,NP_216956.1,1437
NC_000962.3,Rv2441c,Rv2441c,rpmA,2739775,2740032,-,50S ribosomal protein L27,NP_216957.1,258
NC_000962.3,Rv2442c,Rv2442c,rplU,2740050,2740361,-,50S ribosomal protein L21,NP_216958.1,312
NC_000962.3,Rv2443,Rv2443,dctA,2740709,2742181,+,C4-dicarboxylate-transport transmembrane protein DctA,NP_216959.1,1473
NC_000962.3,Rv2444c,Rv2444c,rne,2742126,2744984,-,ribonuclease E,NP_216960.1,2859
NC_000962.3,Rv2445c,Rv2445c,ndkA,2745317,2745724,-,nucleoside diphosphate kinase,NP_216961.1,408
NC_000962.3,Rv2446c,Rv2446c,,2745770,2746138,-,integral membrane protein,NP_216962.1,369
NC_000962.3,Rv2447c,Rv2447c,folC,2746138,2747598,-,folylpolyglutamate synthase FolC,NP_216963.1,1461
NC_000962.3,Rv2448c,Rv2448c,valS,2747598,2750225,-,valine--tRNA ligase,NP_216964.1,2628
NC_000962.3,Rv2449c,Rv2449c,,2750316,2751572,-,trans-acting enoyl reductase,NP_216965.1,1257
NC_000962.3,Rv2450c,Rv2450c,rpfE,2751665,2752180,-,resuscitation-promoting factor RpfE,NP_216966.1,516
NC_000962.3,Rv2451,Rv2451,,2752262,2752657,+,hypothetical protein,NP_216967.1,396
NC_000962.3,Rv2452c,Rv2452c,,2752851,2752994,-,hypothetical protein,NP_216968.1,144
NC_000962.3,Rv2453c,Rv2453c,mobA,2753021,2753623,-,molybdenum cofactor guanylyltransferase,NP_216969.1,603
NC_000962.3,Rv2454c,Rv2454c,,2753628,2754746,-,2-oxoglutarate oxidoreductase subunit KorB,NP_216970.1,1119
NC_000962.3,Rv2455c,Rv2455c,,2754746,2756704,-,2-oxoglutarate oxidoreductase subunit KorA,NP_216971.1,1959
NC_000962.3,Rv2456c,Rv2456c,,2756939,2758192,-,MFS-type transporter,NP_216972.1,1254
NC_000962.3,Rv2457c,Rv2457c,clpX,2758211,2759488,-,ATP-dependent CLP protease ATP-binding subunit ClpX,NP_216973.1,1278
NC_000962.3,Rv2458,Rv2458,mmuM,2759779,2760684,+,homocysteine S-methyltransferase MmuM,NP_216974.1,906
NC_000962.3,Rv2459,Rv2459,,2760854,2762377,+,MFS-type transporter,NP_216975.1,1524
NC_000962.3,Rv2460c,Rv2460c,clpP2,2762534,2763175,-,ATP-dependent CLP protease proteolytic subunit 2,NP_216976.1,642
NC_000962.3,Rv2461c,Rv2461c,clpP1,2763175,2763774,-,ATP-dependent CLP protease proteolytic subunit 1,YP_177883.1,600
NC_000962.3,Rv2462c,Rv2462c,tig,2763894,2765291,-,trigger factor,NP_216978.1,1398
NC_000962.3,Rv2463,Rv2463,lipP,2765655,2766836,+,esterase/lipase LipP,NP_216979.1,1182
NC_000962.3,Rv2464c,Rv2464c,,2766862,2767665,-,DNA glycosylase,NP_216980.1,804
NC_000962.3,Rv2465c,Rv2465c,rpiB,2767674,2768159,-,ribose-5-phosphate isomerase B,YP_177884.1,486
NC_000962.3,Rv2466c,Rv2466c,,2768264,2768884,-,hypothetical protein,NP_216982.1,621
NC_000962.3,Rv2467,Rv2467,pepN,2768986,2771568,+,aminopeptidase PepN,YP_177885.1,2583
NC_000962.3,Rv2468c,Rv2468c,,2771647,2772147,-,hypothetical protein,NP_216984.1,501
NC_000962.3,Rv2468A,Rv2468A,,2772101,2772331,-,hypothetical protein,YP_007411168.1,231
NC_000962.3,Rv2469c,Rv2469c,,2772370,2773035,-,hypothetical protein,NP_216985.1,666
NC_000962.3,Rv2470,Rv2470,glbO,2773178,2773561,+,hemoglobin GlbO,NP_216986.1,384
NC_000962.3,Rv2471,Rv2471,aglA,2773564,2775201,+,alpha-glucosidase AglA,NP_216987.1,1638
NC_000962.3,Rv2472,Rv2472,,2775272,2775562,+,hypothetical protein,NP_216988.1,291
NC_000962.3,Rv2473,Rv2473,,2775568,2776281,+,hypothetical protein,NP_216989.1,714
NC_000962.3,Rv2474c,Rv2474c,,2776319,2776969,-,hypothetical protein,NP_216990.1,651
NC_000962.3,Rv2475c,Rv2475c,,2776978,2777391,-,hypothetical protein,NP_216991.1,414
NC_000962.3,Rv2476c,Rv2476c,gdh,2777391,2782262,-,NAD-dependent glutamate dehydrogenase,NP_216992.1,4872
NC_000962.3,Rv2477c,Rv2477c,,2782369,2784042,-,macrolide ABC transporter ATP-binding protein,NP_216993.1,1674
NC_000962.3,Rv2478c,Rv2478c,,2784126,2784608,-,hypothetical protein,NP_216994.1,483
NC_000962.3,Rv2481c,Rv2481c,,2786578,2786898,-,hypothetical protein,NP_216997.1,321
NC_000962.3,Rv2482c,Rv2482c,plsB2,2786917,2789283,-,glycerol-3-phosphate acyltransferase,NP_216998.1,2367
NC_000962.3,Rv2483c,Rv2483c,plsC,2789283,2791022,-,bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate acyltransferase,NP_216999.1,1740
NC_000962.3,Rv2484c,Rv2484c,,2791022,2792494,-,diacyglycerol O-acyltransferase,NP_217000.1,1473
NC_000962.3,Rv2485c,Rv2485c,lipQ,2792726,2793988,-,carboxylesterase LipQ,NP_217001.1,1263
NC_000962.3,Rv2486,Rv2486,echA14,2794350,2795117,+,enoyl-CoA hydratase EchA14,NP_217002.1,768
NC_000962.3,Rv2487c,Rv2487c,PE_PGRS42,2795304,2797385,-,PE-PGRS family protein PE_PGRS42,YP_177886.1,2082
NC_000962.3,Rv2488c,Rv2488c,,2797470,2800880,-,LuxR family transcriptional regulator,NP_217004.1,3411
NC_000962.3,Rv2489c,Rv2489c,,2800849,2801145,-,hypothetical protein,NP_217005.1,297
NC_000962.3,Rv2490c,Rv2490c,PE_PGRS43,2801257,2806236,-,PE-PGRS family protein PE_PGRS43,YP_177887.1,4980
NC_000962.3,Rv2490a,Rv2490a,,2806326,2806529,-,hypothetical protein,YP_009030040.1,204
NC_000962.3,Rv2491,Rv2491,,2806665,2807285,+,hypothetical protein,NP_217007.1,621
NC_000962.3,Rv2492,Rv2492,,2807278,2808027,+,hypothetical protein,NP_217008.1,750
NC_000962.3,Rv2493,Rv2493,vapB38,2808083,2808301,+,antitoxin VapB38,NP_217009.1,219
NC_000962.3,Rv2494,Rv2494,vapC38,2808310,2808732,+,ribonuclease VapC38,NP_217010.1,423
NC_000962.3,Rv2495c,Rv2495c,bkdC,2808761,2809939,-,branched-chain keto acid dehydrogenase E2 component,NP_217011.1,1179
NC_000962.3,Rv2496c,Rv2496c,bkdB,2809939,2810982,-,3-methyl-2-oxobutanoate dehydrogenase subunit beta,NP_217012.1,1044
NC_000962.3,Rv2497c,Rv2497c,bkdA,2810996,2812096,-,3-methyl-2-oxobutanoate dehydrogenase subunit alpha,NP_217013.1,1101
NC_000962.3,Rv2498c,Rv2498c,citE,2812358,2813176,-,citrate (pro-3S)-lyase subunit beta,NP_217014.1,819
NC_000962.3,Rv2499c,Rv2499c,,2813176,2813730,-,oxidase regulatory-like protein,NP_217015.1,555
NC_000962.3,Rv2500c,Rv2500c,fadE19,2813730,2814911,-,acyl-CoA dehydrogenase FadE19,NP_217016.1,1182
NC_000962.3,Rv2501c,Rv2501c,accA1,2814919,2816880,-,acetyl/propionyl-CoA carboxylase subuit alpha,NP_217017.1,1962
NC_000962.3,Rv2502c,Rv2502c,accD1,2816888,2818474,-,acetyl-/propionyl-CoA carboxylase subunit beta,NP_217018.1,1587
NC_000962.3,Rv2503c,Rv2503c,scoB,2818474,2819127,-,succinyl-CoA:3-ketoacid-CoA transferase subunit B,NP_217019.1,654
NC_000962.3,Rv2504c,Rv2504c,scoA,2819127,2819870,-,succinyl-CoA:3-ketoacid-CoA transferase subunit A,NP_217020.1,744
NC_000962.3,Rv2505c,Rv2505c,fadD35,2819956,2821596,-,fatty-acid--CoA ligase FadD35,NP_217021.1,1641
NC_000962.3,Rv2506,Rv2506,,2821712,2822356,+,TetR family transcriptional regulator,NP_217022.1,645
NC_000962.3,Rv2507,Rv2507,,2822438,2823256,+,hypothetical protein,NP_217023.1,819
NC_000962.3,Rv2508c,Rv2508c,,2823259,2824593,-,integral membrane protein,NP_217024.1,1335
NC_000962.3,Rv2509,Rv2509,,2824678,2825481,+,short-chain type dehydrogenase/reductase,NP_217025.1,804
NC_000962.3,Rv2510c,Rv2510c,,2825491,2827089,-,hypothetical protein,NP_217026.1,1599
NC_000962.3,Rv2511,Rv2511,orn,2827157,2827801,+,oligoribonuclease,NP_217027.1,645
NC_000962.3,Rv2512c,Rv2512c,,2828559,2829803,-,insertion sequence element IS1081 transposase,NP_217028.1,1245
NC_000962.3,Rv2512a,Rv2512a,,2829954,2830136,+,hypothetical protein,YP_009030041.1,183
NC_000962.3,Rv2513,Rv2513,,2830161,2830580,+,hypothetical protein,NP_217029.1,420
NC_000962.3,Rv2514c,Rv2514c,,2830880,2831338,-,hypothetical protein,NP_217030.1,459
NC_000962.3,Rv2515c,Rv2515c,,2831347,2832591,-,hypothetical protein,NP_217031.1,1245
NC_000962.3,Rv2516c,Rv2516c,,2832713,2833513,-,hypothetical protein,NP_217032.2,801
NC_000962.3,Rv2517c,Rv2517c,,2833513,2833761,-,hypothetical protein,NP_217033.1,249
NC_000962.3,Rv2518c,Rv2518c,ldtB,2834112,2835335,-,"L,D-transpeptidase LdtB",NP_217034.1,1224
NC_000962.3,Rv2519,Rv2519,PE26,2835785,2837260,+,PE family protein PE26,YP_177888.1,1476
NC_000962.3,Rv2520c,Rv2520c,,2837391,2837615,-,membrane protein,NP_217036.1,225
NC_000962.3,Rv2521,Rv2521,bcp,2837684,2838154,+,peroxiredoxin,NP_217037.1,471
NC_000962.3,Rv2522c,Rv2522c,,2838132,2839541,-,hypothetical protein,NP_217038.1,1410
NC_000962.3,Rv2523c,Rv2523c,acpS,2839541,2839930,-,holo-ACP synthase,NP_217039.1,390
NC_000962.3,Rv2524c,Rv2524c,fas,2840126,2849332,-,fatty acid synthase,NP_217040.1,9207
NC_000962.3,Rv2525c,Rv2525c,,2849855,2850574,-,hypothetical protein,NP_217041.1,720
NC_000962.3,Rv2526,Rv2526,vapB17,2851091,2851315,+,antitoxin VapB17,NP_217042.1,225
NC_000962.3,Rv2527,Rv2527,vapC17,2851315,2851713,+,ribonuclease VapC17,NP_217043.1,399
NC_000962.3,Rv2528c,Rv2528c,mrr,2851754,2852671,-,restriction system protein,NP_217044.1,918
NC_000962.3,Rv2529,Rv2529,,2852875,2854263,+,hypothetical protein,NP_217045.1,1389
NC_000962.3,Rv2530c,Rv2530c,vapC39,2854270,2854686,-,ribonuclease VapC39,NP_217046.1,417
NC_000962.3,Rv2530A,Rv2530A,vapB39,2854686,2854907,-,antitoxin VapB39,YP_177672.1,222
NC_000962.3,Rv2531c,Rv2531c,,2854941,2857781,-,amino acid decarboxylase,YP_177889.1,2841
NC_000962.3,Rv2532c,Rv2532c,,2857856,2858254,-,hypothetical protein,NP_217048.1,399
NC_000962.3,Rv2533c,Rv2533c,nusB,2858257,2858724,-,N utilization substance protein B,NP_217049.1,468
NC_000962.3,Rv2534c,Rv2534c,efp,2858730,2859290,-,elongation factor P,NP_217050.1,561
NC_000962.3,Rv2535c,Rv2535c,pepQ,2859303,2860418,-,cytoplasmic peptidase PepQ,NP_217051.1,1116
NC_000962.3,Rv2536,Rv2536,,2860452,2861141,+,transmembrane protein,NP_217052.1,690
NC_000962.3,Rv2537c,Rv2537c,aroD,2861151,2861591,-,3-dehydroquinate dehydratase,NP_217053.1,441
NC_000962.3,Rv2538c,Rv2538c,aroB,2861591,2862676,-,3-dehydroquinate synthase,NP_217054.1,1086
NC_000962.3,Rv2539c,Rv2539c,aroK,2862676,2863203,-,shikimate kinase,NP_217055.1,528
NC_000962.3,Rv2540c,Rv2540c,aroF,2863210,2864412,-,chorismate synthase,NP_217056.1,1203
NC_000962.3,Rv2541,Rv2541,,2864427,2864831,+,hypothetical protein,NP_217057.1,405
NC_000962.3,Rv2542,Rv2542,,2865130,2866338,+,hypothetical protein,NP_217058.1,1209
NC_000962.3,Rv2543,Rv2543,lppA,2866468,2867124,+,lipoprotein LppA,NP_217059.1,657
NC_000962.3,Rv2544,Rv2544,lppB,2867124,2867783,+,lipoprotein LppB,NP_217060.1,660
NC_000962.3,Rv2545,Rv2545,vapB18,2867783,2868058,+,antitoxin VapB18,NP_217061.1,276
NC_000962.3,Rv2546,Rv2546,vapC18,2868154,2868564,+,ribonuclease VapC18,NP_217062.1,411
NC_000962.3,Rv2547,Rv2547,vapB19,2868606,2868860,+,antitoxin VapB19,NP_217063.1,255
NC_000962.3,Rv2548,Rv2548,vapC19,2868860,2869234,+,ribonuclease VapC19,NP_217064.1,375
NC_000962.3,Rv2548A,Rv2548A,,2869256,2869627,-,hypothetical protein,YP_004837057.1,372
NC_000962.3,Rv2549c,Rv2549c,vapC20,2869730,2870122,-,ribonuclease VapC20,NP_217065.1,393
NC_000962.3,Rv2550c,Rv2550c,vapB20,2870122,2870364,-,antitoxin VapB20,NP_217066.1,243
NC_000962.3,Rv2551c,Rv2551c,,2870778,2871194,-,hypothetical protein,NP_217067.1,417
NC_000962.3,Rv2552c,Rv2552c,aroE,2871209,2872015,-,shikimate 5-dehydrogenase,NP_217068.1,807
NC_000962.3,Rv2553c,Rv2553c,,2872015,2873265,-,membrane protein,NP_217069.1,1251
NC_000962.3,Rv2554c,Rv2554c,,2873261,2873770,-,Holliday junction resolvase,NP_217070.1,510
NC_000962.3,Rv2555c,Rv2555c,alaS,2873774,2876485,-,alanine--tRNA ligase,NP_217071.1,2712
NC_000962.3,Rv2556c,Rv2556c,,2876579,2876965,-,hypothetical protein,NP_217072.1,387
NC_000962.3,Rv2557,Rv2557,,2877072,2877743,+,hypothetical protein,NP_217073.1,672
NC_000962.3,Rv2558,Rv2558,,2877831,2878538,+,hypothetical protein,NP_217074.1,708
NC_000962.3,Rv2559c,Rv2559c,,2878574,2879929,-,hypothetical protein,NP_217075.1,1356
NC_000962.3,Rv2560,Rv2560,,2880075,2881049,+,hypothetical protein,NP_217076.1,975
NC_000962.3,Rv2563,Rv2563,,2882290,2883336,+,glutamine ABC transporter permease,NP_217079.1,1047
NC_000962.3,Rv2564,Rv2564,glnQ,2883342,2884331,+,glutamine ABC transporter ATP-binding protein,NP_217080.1,990
NC_000962.3,Rv2565,Rv2565,,2884611,2886359,+,NTE family protein,NP_217081.1,1749
NC_000962.3,Rv2566,Rv2566,,2886373,2889792,+,hypothetical protein,NP_217082.1,3420
NC_000962.3,Rv2567,Rv2567,,2889795,2892446,+,hypothetical protein,NP_217083.1,2652
NC_000962.3,Rv2568c,Rv2568c,,2892449,2893471,-,hypothetical protein,NP_217084.1,1023
NC_000962.3,Rv2569c,Rv2569c,,2893467,2894408,-,hypothetical protein,NP_217085.1,942
NC_000962.3,Rv2570,Rv2570,,2894512,2894898,+,hypothetical protein,NP_217086.1,387
NC_000962.3,Rv2571c,Rv2571c,,2894896,2895960,-,transmembrane protein,NP_217087.1,1065
NC_000962.3,Rv2572c,Rv2572c,aspS,2896016,2897803,-,aspartate--tRNA ligase,NP_217088.1,1788
NC_000962.3,Rv2573,Rv2573,,2898043,2898780,+,2-dehydropantoate 2-reductase,NP_217089.3,738
NC_000962.3,Rv2574,Rv2574,,2898806,2899306,+,hypothetical protein,NP_217090.1,501
NC_000962.3,Rv2575,Rv2575,,2899339,2900217,+,membrane protein,NP_217091.1,879
NC_000962.3,Rv2576c,Rv2576c,,2900229,2900690,-,membrane protein,NP_217092.1,462
NC_000962.3,Rv2577,Rv2577,,2900918,2902504,+,hypothetical protein,NP_217093.1,1587
NC_000962.3,Rv2578c,Rv2578c,,2902512,2903531,-,hypothetical protein,NP_217094.1,1020
NC_000962.3,Rv2579,Rv2579,dhaA,2903639,2904538,+,haloalkane dehalogenase,YP_177890.1,900
NC_000962.3,Rv2580c,Rv2580c,hisS,2904824,2906092,-,histidine--tRNA ligase,NP_217096.1,1269
NC_000962.3,Rv2581c,Rv2581c,,2906092,2906763,-,glyoxalase II,NP_217097.1,672
NC_000962.3,Rv2582,Rv2582,ppiB,2906814,2907737,+,peptidyl-prolyl cis-trans isomerase B,NP_217098.1,924
NC_000962.3,Rv2583c,Rv2583c,relA,2907829,2910198,-,bifunctional (p)ppGpp synthase/hydrolase RelA,NP_217099.1,2370
NC_000962.3,Rv2584c,Rv2584c,apt,2910232,2910900,-,adenine phosphoribosyltransferase,NP_217100.1,669
NC_000962.3,Rv2585c,Rv2585c,,2911007,2912677,-,lipoprotein,NP_217101.1,1671
NC_000962.3,Rv2586c,Rv2586c,secF,2912686,2914011,-,protein translocase subunit SecF,NP_217102.1,1326
NC_000962.3,Rv2587c,Rv2587c,secD,2914018,2915736,-,protein translocase subunit SecD,NP_217103.1,1719
NC_000962.3,Rv2588c,Rv2588c,yajC,2915849,2916193,-,membrane protein secretion factor YajC,NP_217104.1,345
NC_000962.3,Rv2589,Rv2589,gabT,2916360,2917706,+,4-aminobutyrate aminotransferase,NP_217105.1,1347
NC_000962.3,Rv2590,Rv2590,fadD9,2917871,2921374,+,fatty-acid--CoA ligase FadD9,NP_217106.1,3504
NC_000962.3,Rv2591,Rv2591,PE_PGRS44,2921551,2923179,+,PE-PGRS family protein PE_PGRS44,YP_177891.1,1629
NC_000962.3,Rv2592c,Rv2592c,ruvB,2923202,2924233,-,Holliday junction ATP-dependent DNA helicase RuvB,NP_217108.1,1032
NC_000962.3,Rv2593c,Rv2593c,ruvA,2924233,2924820,-,Holliday junction ATP-dependent DNA helicase RuvA,NP_217109.1,588
NC_000962.3,Rv2594c,Rv2594c,ruvC,2924820,2925383,-,crossover junction endodeoxyribonuclease RuvC,NP_217110.1,564
NC_000962.3,Rv2595,Rv2595,vapB40,2925492,2925734,+,antitoxin VapB40,NP_217111.1,243
NC_000962.3,Rv2596,Rv2596,vapC40,2925734,2926135,+,ribonuclease VapC40,NP_217112.1,402
NC_000962.3,Rv2597,Rv2597,,2926355,2926972,+,membrane protein,NP_217113.1,618
NC_000962.3,Rv2598,Rv2598,,2926986,2927477,+,hypothetical protein,NP_217114.1,492
NC_000962.3,Rv2599,Rv2599,,2927477,2927905,+,membrane protein,NP_217115.1,429
NC_000962.3,Rv2600,Rv2600,,2927990,2928388,+,integral membrane protein,NP_217116.1,399
NC_000962.3,Rv2601,Rv2601,speE,2928388,2929956,+,spermidine synthase,YP_177892.1,1569
NC_000962.3,Rv2601A,Rv2601A,vapB41,2930070,2930354,+,antitoxin VapB41,YP_177673.1,285
NC_000962.3,Rv2602,Rv2602,vapC41,2930344,2930781,+,ribonuclease VapC41,NP_217118.1,438
NC_000962.3,Rv2603c,Rv2603c,,2930808,2931560,-,transcriptional regulator,NP_217119.1,753
NC_000962.3,Rv2604c,Rv2604c,snoP,2931696,2932289,-,glutamine amidotransferase SnoP,NP_217120.1,594
NC_000962.3,Rv2605c,Rv2605c,tesB2,2932300,2933142,-,acyl-CoA thioesterase II,NP_217121.1,843
NC_000962.3,Rv2606c,Rv2606c,snzP,2933174,2934070,-,pyridoxine biosynthesis protein,NP_217122.1,897
NC_000962.3,Rv2607,Rv2607,pdxH,2934198,2934869,+,pyridoxine/pyridoxamine 5'-phosphate oxidase,NP_217123.1,672
NC_000962.3,Rv2608,Rv2608,PPE42,2935046,2936785,+,PPE family protein PPE42,YP_177893.1,1740
NC_000962.3,Rv2609c,Rv2609c,,2936813,2937865,-,membrane protein,NP_217125.1,1053
NC_000962.3,Rv2610c,Rv2610c,pimA,2937868,2939001,-,alpha-(1-2)-phosphatidylinositol mannosyltransferase,NP_217126.1,1134
NC_000962.3,Rv2611c,Rv2611c,,2939015,2939962,-,phosphatidylinositol mannoside acyltransferase,NP_217127.1,948
NC_000962.3,Rv2612c,Rv2612c,pgsA1,2939962,2940612,-,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,YP_177894.1,651
NC_000962.3,Rv2613c,Rv2613c,,2940612,2941196,-,AP-4-A phosphorylase,NP_217129.1,585
NC_000962.3,Rv2614c,Rv2614c,thrS,2941192,2943267,-,threonine--tRNA ligase,NP_217130.1,2076
NC_000962.3,Rv2614A,Rv2614A,,2943376,2943600,+,hypothetical protein,YP_177674.1,225
NC_000962.3,Rv2615c,Rv2615c,PE_PGRS45,2943603,2944985,-,PE-PGRS family protein PE_PGRS45,YP_177895.1,1383
NC_000962.3,Rv2616,Rv2616,,2945330,2945827,+,hypothetical protein,NP_217132.1,498
NC_000962.3,Rv2617c,Rv2617c,,2945850,2946287,-,transmembrane protein,NP_217133.1,438
NC_000962.3,Rv2618,Rv2618,,2946434,2947108,+,hypothetical protein,NP_217134.1,675
NC_000962.3,Rv2619c,Rv2619c,,2947099,2947449,-,hypothetical protein,NP_217135.1,351
NC_000962.3,Rv2620c,Rv2620c,,2947465,2947887,-,transmembrane protein,NP_217136.1,423
NC_000962.3,Rv2621c,Rv2621c,,2947887,2948558,-,transcriptional regulator,NP_217137.1,672
NC_000962.3,Rv2622,Rv2622,,2948636,2949454,+,methyltransferase,NP_217138.1,819
NC_000962.3,Rv2623,Rv2623,TB31.7,2949593,2950483,+,universal stress protein,NP_217139.1,891
NC_000962.3,Rv2624c,Rv2624c,,2950492,2951307,-,universal stress protein,NP_217140.1,816
NC_000962.3,Rv2625c,Rv2625c,,2951325,2952503,-,zinc metalloprotease Rip3,NP_217141.1,1179
NC_000962.3,Rv2626c,Rv2626c,hrp1,2952565,2952993,-,hypoxic response protein,NP_217142.1,429
NC_000962.3,Rv2627c,Rv2627c,,2953510,2954748,-,hypothetical protein,NP_217143.1,1239
NC_000962.3,Rv2628,Rv2628,,2955058,2955417,+,hypothetical protein,NP_217144.1,360
NC_000962.3,Rv2629,Rv2629,,2955767,2956888,+,hypothetical protein,NP_217145.1,1122
NC_000962.3,Rv2630,Rv2630,,2956893,2957429,+,hypothetical protein,NP_217146.1,537
NC_000962.3,Rv2631,Rv2631,,2957572,2958867,+,RNA-splicing ligase RtcB,NP_217147.2,1296
NC_000962.3,Rv2632c,Rv2632c,,2958912,2959190,-,hypothetical protein,NP_217148.1,279
NC_000962.3,Rv2633c,Rv2633c,,2959338,2959820,-,hypothetical protein,NP_217149.1,483
NC_000962.3,Rv2634c,Rv2634c,PE_PGRS46,2960108,2962441,-,PE-PGRS family protein PE_PGRS46,YP_177896.1,2334
NC_000962.3,Rv2635,Rv2635,,2962470,2962709,+,hypothetical protein,NP_217151.1,240
NC_000962.3,Rv2636,Rv2636,,2962713,2963387,+,O-phosphotransferase,NP_217152.1,675
